DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
170308688,2017-03-13,2017-03-10,1800,3,Southwest,363,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,51.0,M,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,745.0,,,,3900    VICTORIA                     AV,,"(34.015, -118.337)"
150711322,2015-06-20,2015-06-20,1330,7,Wilshire,773,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,58.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,1800    HAUSER                       BL,,"(34.0417, -118.3594)"
150111729,2015-04-27,2015-04-27,1520,1,Central,163,860,BATTERY WITH SEXUAL CONTACT,0305 0522 0448,29.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,700 S  BROADWAY,,"(34.0452, -118.2534)"
131712486,2013-07-02,2013-07-02,600,17,Devonshire,1767,510,VEHICLE - STOLEN,,12.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,9500    RESEDA                       BL,,"(34.2428, -118.5361)"
110501532,2011-06-30,2011-06-30,1400,5,Harbor,563,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1407,10.0,M,X,101.0,STREET,107.0,OTHER FIREARM,IC,Invest Cont,753.0,998.0,,,12TH,GAFFEY,"(33.7334, -118.2924)"
162017086,2016-09-22,2016-09-22,940,20,Olympic,2097,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 0603 0431 0342 0361 0319,71.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,1800    CORDOVA                      ST,,"(34.0391, -118.2983)"
121617964,2012-11-13,2012-11-12,1800,16,Foothill,1657,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,49.0,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,10200    TUJUNGA CANYON               BL,,"(34.2512, -118.2906)"
170609610,2017-03-28,2017-03-28,730,6,Hollywood,626,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,65.0,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,2100    VINE                         ST,,"(34.1129, -118.328)"
122112323,2012-06-26,2012-06-26,13,21,Topanga,2138,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 2000,22.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,626.0,,,,20300    SHERMAN                      WY,,"(34.201, -118.5754)"
122022185,2012-12-30,2012-12-30,1600,20,Olympic,2083,440,THEFT PLAIN - PETTY ($950 & UNDER),1256 0344 1251 1237,20.0,F,O,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,1800 S  WESTERN                      AV,,"(34.0418, -118.309)"
150414223,2015-09-08,2015-09-07,2300,4,Hollenbeck,487,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,GARNET,CAMULOS,"(34.0276, -118.2127)"
151410878,2015-03-30,2015-03-29,2300,14,Pacific,1449,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11300    WASHINGTON                   PL,,"(34.0056, -118.4194)"
121808778,2012-04-01,2012-03-10,1200,18,Southeast,1822,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,21.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,100 E  95TH                         ST,,"(33.9502, -118.2739)"
101117452,2010-08-09,2010-08-09,700,11,Northeast,1136,928,THREATENING PHONE CALLS/LETTERS,,43.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,928.0,,,,1000    ONEONTA                      DR,,"(34.1144, -118.2165)"
110623802,2011-09-30,2011-09-28,1530,6,Hollywood,636,624,BATTERY - SIMPLE ASSAULT,0416,51.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6500    YUCCA                        ST,,"(34.1039, -118.3311)"
151315612,2015-07-31,2015-07-30,1640,13,Newton,1321,310,BURGLARY,1609 0358 0344 0321 0329,,F,B,721.0,HIGH SCHOOL,,,IC,Invest Cont,310.0,,,,1900 S  LOS ANGELES                  ST,,"(34.0306, -118.2635)"
131519599,2013-10-14,2013-10-13,2100,15,N Hollywood,1525,330,BURGLARY FROM VEHICLE,0906 0344,19.0,M,H,707.0,GARAGE/CARPORT,,,AA,Adult Arrest,330.0,,,,11800    GILMORE                      ST,,"(34.1875, -118.3899)"
120118827,2012-08-30,2012-08-29,1420,1,Central,158,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 1236 0319,47.0,M,H,710.0,OTHER PREMISE,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,500    STANFORD                     AV,,"(34.0426, -118.2412)"
161121232,2016-12-28,2016-12-28,1320,11,Northeast,1101,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,24.0,F,W,710.0,OTHER PREMISE,,,IC,Invest Cont,440.0,,,,2800 E  OBSERVATORY                  RD,,"(34.1192, -118.3004)"
141308187,2014-03-17,2014-03-17,2055,13,Newton,1364,626,INTIMATE PARTNER - SIMPLE ASSAULT,1821 0446 2000 0416,26.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1100 E  52ND                         ST,,"(33.996, -118.2565)"
140713701,2014-09-09,2014-09-09,1500,7,Wilshire,701,310,BURGLARY,0344 1601,31.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,,,,800 N  EDINBURGH                    AV,,"(34.0855, -118.3638)"
101230290,2010-12-15,2010-12-14,2355,12,77th Street,1213,900,VIOLATION OF COURT ORDER,2000,19.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900.0,,,,5700    CIMARRON                     ST,,"(33.991, -118.316)"
151900615,2015-02-01,2015-02-01,1500,19,Mission,1962,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1402,14.0,M,O,402.0,MARKET,,,IC,Invest Cont,442.0,998.0,,,9100    SEPULVEDA                    BL,,"(34.2355, -118.4676)"
150622711,2015-10-24,2015-10-24,1130,6,Hollywood,666,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1300 1309 1310 0416,43.0,M,W,101.0,STREET,307.0,VEHICLE,AA,Adult Arrest,230.0,,,,SEWARD,LELAND,"(34.097, -118.3332)"
101209929,2010-03-18,2010-03-18,200,12,77th Street,1263,510,VEHICLE - STOLEN,,,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2000 W  84TH                         ST,,"(33.9627, -118.3134)"
171916291,2017-08-09,2017-08-09,2230,19,Mission,1958,434,FALSE IMPRISONMENT,1501,17.0,F,H,101.0,STREET,,,IC,Invest Cont,434.0,,,,WOODMAN                      AV,FILMORE                      ST,"(34.2518, -118.4518)"
111213535,2011-05-15,2011-05-15,145,12,77th Street,1268,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0334 0443 0605 1822,43.0,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,230.0,,,,8400 S  MAIN                         ST,,"(33.9629, -118.2739)"
142106962,2014-03-08,2014-03-07,2120,21,Topanga,2136,901,VIOLATION OF RESTRAINING ORDER,1501,49.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,7400    REMMET                       AV,,"(34.2047, -118.6003)"
171312872,2017-05-21,2017-05-21,1625,13,Newton,1394,210,ROBBERY,2000 0344 1814 0446 0416 0352 0336,20.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,626.0,,,67TH                         ST,SAN PEDRO                    ST,"(33.9788, -118.2695)"
140417536,2014-12-04,2014-12-03,2100,4,Hollenbeck,467,624,BATTERY - SIMPLE ASSAULT,0416,44.0,F,H,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,100 S  FICKETT                      ST,,"(34.0426, -118.2073)"
101821616,2010-10-30,2010-10-29,2310,18,Southeast,1826,210,ROBBERY,0344 0416 1407,31.0,F,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210.0,,,,COMPTON                      AV,CENTURY                      BL,"(33.9457, -118.2462)"
132018957,2013-11-12,2013-11-11,1900,20,Olympic,2049,928,THREATENING PHONE CALLS/LETTERS,1402 0917 0432 0421 0369,53.0,F,H,203.0,OTHER BUSINESS,,,AO,Adult Other,928.0,998.0,,,2800    JAMES M WOOD                 BL,,"(34.0559, -118.2891)"
111413889,2011-05-02,2011-05-02,45,14,Pacific,1446,761,BRANDISH WEAPON,0334,42.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,761.0,,,12200    PACIFIC                      AV,,"(34.004, -118.4305)"
170412238,2017-07-04,2017-07-04,2230,4,Hollenbeck,408,624,BATTERY - SIMPLE ASSAULT,0416 0329 0342 0361,47.0,F,W,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,3500    LOCKE                        AV,,"(34.0859, -118.1803)"
171209792,2017-03-23,2017-03-23,1830,12,77th Street,1232,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 0342,64.0,F,B,704.0,ELEMENTARY SCHOOL,,,IC,Invest Cont,740.0,,,,5900    2ND                          AV,,"(33.9873, -118.3196)"
141208268,2014-03-12,2014-03-11,900,12,77th Street,1251,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1310 1822 0346,20.0,M,W,101.0,STREET,,,JA,Juv Arrest,420.0,,,,7200    VICTORIA                     AV,,"(33.9745, -118.333)"
111705084,2011-01-21,2011-01-20,2230,17,Devonshire,1766,510,VEHICLE - STOLEN,,10.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,9800    GEYSER                       AV,,"(34.2485, -118.543)"
162106215,2016-02-20,2016-02-19,2000,21,Topanga,2102,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,26.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,23900    LOS ROSAS                    ST,,"(34.2241, -118.6468)"
140114240,2014-06-10,2014-06-10,2045,1,Central,157,210,ROBBERY,0344,52.0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,6TH                          ST,SAN PEDRO,"(34.0417, -118.2443)"
120313001,2012-05-20,2012-05-20,945,3,Southwest,362,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913,27.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,3900    NICOLET                      AV,,"(34.0163, -118.3507)"
160605479,2016-01-26,2016-01-25,2330,6,Hollywood,632,330,BURGLARY FROM VEHICLE,0344 1605,29.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,8600    HILLSIDE                     AV,,"(34.1002, -118.3736)"
161905603,2016-01-30,2016-01-23,2030,19,Mission,1969,310,BURGLARY,0344 0397 1602 0321,30.0,F,H,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,13300    OSBORNE                      ST,,"(34.2444, -118.4229)"
150324836,2015-11-18,2015-11-17,1550,3,Southwest,358,440,THEFT PLAIN - PETTY ($950 & UNDER),1251 0344,30.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,600 W  34TH                         ST,,"(34.0212, -118.2805)"
110519485,2011-11-01,2011-10-24,1800,5,Harbor,507,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,36.0,M,O,213.0,WAREHOUSE,,,IC,Invest Cont,745.0,998.0,,,1300 W  228TH                        ST,,"(33.819, -118.2996)"
101720078,2010-10-25,2010-10-25,1000,17,Devonshire,1781,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,39.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,21000    GRESHAM                      ST,,"(34.2306, -118.5907)"
170415161,2017-09-06,2017-09-06,1500,4,Hollenbeck,421,900,VIOLATION OF COURT ORDER,2000 1309,34.0,F,H,101.0,STREET,,,IC,Invest Cont,900.0,,,,AVENUE 26,PASADENA,"(34.0676, -118.2202)"
171910956,2017-05-03,2017-05-03,1640,19,Mission,1961,330,BURGLARY FROM VEHICLE,0344,38.0,F,H,101.0,STREET,,,AA,Adult Arrest,330.0,,,,9100    SEPULVEDA                    BL,,"(34.2427, -118.4702)"
121304474,2012-01-08,2012-01-08,1,13,Newton,1365,121,"RAPE, FORCIBLE",1309 1302 0204 0515 0527 0418,20.0,F,H,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,910.0,,,46TH,COMPTON,"(34.0021, -118.2478)"
151709764,2015-05-01,2015-04-26,1130,17,Devonshire,1767,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0603,59.0,F,W,121.0,YARD (RESIDENTIAL/BUSINESS),,,AO,Adult Other,930.0,,,,9400    GEYSER                       AV,,"(34.2405, -118.5425)"
101619447,2010-10-28,2010-10-28,930,16,Foothill,1691,624,BATTERY - SIMPLE ASSAULT,0416 0417 1822,33.0,F,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,HADDON                       AV,VAN NUYS                     BL,"(34.2612, -118.4288)"
141605218,2014-02-05,2014-01-27,800,16,Foothill,1637,310,BURGLARY,0329 0344 1601,38.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,10600    NASSAU                       AV,,"(34.2615, -118.3105)"
170311738,2017-04-26,2017-04-25,1900,3,Southwest,361,330,BURGLARY FROM VEHICLE,1609 0344 0329,42.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,3900    URSULA                       AV,,"(34.0163, -118.3524)"
131819446,2013-11-28,2013-11-28,1730,18,Southeast,1801,310,BURGLARY,1601 0344 0321,68.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,9000    MENLO                        AV,,"(33.9551, -118.2904)"
130415005,2013-10-12,2013-10-12,2145,4,Hollenbeck,473,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1307,34.0,F,H,101.0,STREET,,,IC,Invest Cont,745.0,,,,400 S  BREED                        ST,,"(34.0412, -118.213)"
151513700,2015-06-22,2015-06-07,700,15,N Hollywood,1595,903,CONTEMPT OF COURT,2000,47.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,903.0,,,,11800    LAURELWOOD                   DR,,"(34.1404, -118.3894)"
170115294,2017-05-26,2017-05-26,955,1,Central,191,330,BURGLARY FROM VEHICLE,1609 1307 0358 0344,48.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,17TH                         ST,FIGUEROA                     ST,"(34.0364, -118.2707)"
140217486,2014-09-14,2014-09-14,2135,2,Rampart,265,220,ATTEMPTED ROBBERY,0906 0334 0337 1822 0305 0369,55.0,M,H,109.0,PARK/PLAYGROUND,207.0,OTHER KNIFE,AO,Adult Other,220.0,,,,LAKE                         ST,7TH                          ST,"(34.0565, -118.2782)"
172115449,2017-08-18,2017-08-09,1800,21,Topanga,2157,354,THEFT OF IDENTITY,0930 1822,20.0,M,H,103.0,ALLEY,,,IC,Invest Cont,354.0,,,,21200    KITTRIDGE                    ST,,"(34.1912, -118.5941)"
160317053,2016-07-14,2015-12-05,1400,3,Southwest,374,354,THEFT OF IDENTITY,1822,58.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3800    SUTRO                        AV,,"(34.0174, -118.3232)"
171407249,2017-02-27,2017-01-14,1315,14,Pacific,1487,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,31.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,8700 S  SEPULVEDA                    BL,,"(33.9586, -118.3962)"
131214805,2013-06-10,2013-06-07,1115,12,77th Street,1241,624,BATTERY - SIMPLE ASSAULT,0416 0913,19.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6000    BRYNHURST                    AV,,"(33.9854, -118.3338)"
141612126,2014-08-07,2014-08-07,1700,16,Foothill,1638,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,10300    PINYON                       AV,,"(34.2559, -118.285)"
141319753,2014-10-11,2014-10-10,1020,13,Newton,1343,664,"BUNCO, PETTY THEFT",1202 0344 0701 0800,74.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664.0,,,,4100    WADSWORTH                    AV,,"(34.0092, -118.2589)"
100612424,2010-04-30,2010-04-22,1900,6,Hollywood,666,330,BURGLARY FROM VEHICLE,0344 1300 1307 1609,36.0,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,CAHUENGA,SANTA MONICA,"(34.0908, -118.3289)"
100121466,2010-12-13,2010-07-30,830,1,Central,166,946,OTHER MISCELLANEOUS CRIME,,,M,B,101.0,STREET,,,IC,Invest Cont,946.0,,,,600 S  SAN PEDRO                    ST,,"(34.0423, -118.2452)"
130220338,2013-10-10,2013-10-09,1930,2,Rampart,215,330,BURGLARY FROM VEHICLE,0329 0344 1609,25.0,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,2900    LONDON                       ST,,"(34.0742, -118.2728)"
151011190,2015-06-24,2015-06-24,2200,10,West Valley,1067,624,BATTERY - SIMPLE ASSAULT,1414 0342 1309 0400 0416 0408,24.0,M,H,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,GENESTA                      AV,VENTURA                      BL,"(34.1617, -118.5033)"
140513695,2014-08-20,2014-08-20,1000,5,Harbor,561,320,"BURGLARY, ATTEMPTED",0358,50.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,900 S  MALGREN                      AV,,"(33.7363, -118.315)"
161700930,2016-09-23,2016-09-23,1250,17,Devonshire,1717,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1402 2000 0438 0400 0408 1251 1813 0446,37.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",509.0,ROPE/LIGATURE,AA,Adult Arrest,236.0,998.0,,,GOTHIC                       AV,INDEX                        ST,"(34.2754, -118.4886)"
121810734,2012-05-09,2012-03-29,1200,18,Southeast,1832,956,"LETTERS, LEWD",0443,20.0,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,956.0,,,,400 W  107TH                        ST,,"(33.9392, -118.2805)"
110325052,2011-11-21,2011-11-05,1520,3,Southwest,335,649,DOCUMENT FORGERY / STOLEN FELONY,0925,29.0,F,H,102.0,SIDEWALK,,,IC,Invest Cont,649.0,,,,2800    3RD                          AV,,"(34.0297, -118.32)"
121407863,2012-02-23,2012-02-23,1655,14,Pacific,1474,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0400 2002 2004 1822 0319 0445,45.0,M,W,109.0,PARK/PLAYGROUND,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230.0,,,,MANCHESTER,LINCOLN,"(33.9598, -118.4193)"
130411267,2013-07-07,2013-07-07,1835,4,Hollenbeck,466,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0361 0369 0421 0422 0603,25.0,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,FICKETT                      ST,CESAR E CHAVEZ               AV,"(34.0457, -118.2053)"
111211746,2011-04-19,2011-04-19,1700,12,77th Street,1258,624,BATTERY - SIMPLE ASSAULT,0342 0411 0416 1251 1822,22.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,76TH                         ST,BROADWAY,"(33.9708, -118.2783)"
142118000,2014-11-06,2014-10-30,952,21,Topanga,2187,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1813 2000,57.0,F,O,219.0,CLEANER/LAUNDROMAT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,21300    VENTURA                      BL,,"(34.1675, -118.5956)"
151207835,2015-02-25,2014-12-26,1700,12,77th Street,1253,330,BURGLARY FROM VEHICLE,1607 0344,13.0,M,X,101.0,STREET,,,IC,Invest Cont,330.0,,,,2000 W  73RD                         ST,,"(33.9737, -118.3134)"
100407961,2010-03-30,2010-03-30,1800,4,Hollenbeck,462,510,VEHICLE - STOLEN,,,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,BELL                         ST,6TH                          ST,"(34.0386, -118.2201)"
140908297,2014-03-29,2014-03-29,930,9,Van Nuys,943,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1314 0377,20.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,14400    BURBANK                      BL,,"(34.1721, -118.4463)"
100915588,2010-07-27,2010-07-26,700,9,Van Nuys,926,510,VEHICLE - STOLEN,,,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6700    WOODMAN                      AV,,"(34.1922, -118.4312)"
171500943,2017-07-31,2017-07-31,1620,15,N Hollywood,1543,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259 0552 0448,12.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627.0,,,,LAUREL CANYON                BL,BURBANK                      BL,"(34.1722, -118.3965)"
150920973,2015-12-10,2015-12-10,1755,9,Van Nuys,909,755,BOMB SCARE,1402 0404 1420 2004,,M,O,403.0,DRUG STORE,501.0,BOMB THREAT,AA,Adult Arrest,755.0,998.0,,,7200    WOODMAN                      AV,,"(34.2012, -118.4313)"
150100919,2015-05-05,2015-05-05,1000,1,Central,142,763,STALKING,0347,30.0,M,W,203.0,OTHER BUSINESS,,,AA,Adult Arrest,763.0,,,,400 S  HOPE                         ST,,"(34.0522, -118.2538)"
120919538,2012-10-19,2012-10-19,1610,9,Van Nuys,964,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25.0,F,H,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,440.0,,,,14000    RIVERSIDE                    DR,,"(34.1576, -118.438)"
100804396,2010-01-11,2010-01-10,2200,8,West LA,817,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,38.0,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,900    BROXTON                      AV,,"(34.0637, -118.4471)"
111427906,2011-10-02,2011-07-01,2300,14,Pacific,1432,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,36.0,F,W,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,341.0,,,,1500    ABBOT KINNEY                 BL,,"(33.9904, -118.4649)"
130600693,2013-03-31,2013-03-31,1650,6,Hollywood,643,210,ROBBERY,0344 0352 0448 0334 0432 0427,28.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,210.0,,,,1700 N  FULLER                       AV,,"(34.1016, -118.3489)"
101714163,2010-07-06,2010-07-05,1720,17,Devonshire,1723,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307,30.0,F,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,LURLINE                      AV,NASHVILLE                    ST,"(34.27, -118.5842)"
141320984,2014-11-01,2014-10-31,2300,13,Newton,1345,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,25.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,4100    NAOMI                        AV,,"(34.0093, -118.2538)"
150308022,2015-03-09,2015-03-08,2000,3,Southwest,363,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0421 0913,49.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,4300    SANTO TOMAS                  DR,,"(34.0126, -118.3403)"
121711474,2012-05-20,2012-05-19,300,17,Devonshire,1787,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,33.0,F,H,101.0,STREET,,,IC,Invest Cont,745.0,,,,17700    HALSTED                      ST,,"(34.2449, -118.5199)"
131224349,2013-11-03,2013-11-03,5,12,77th Street,1207,510,VEHICLE - STOLEN,,12.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,4600    WESLEY                       AV,,"(34.0016, -118.2878)"
121301026,2012-12-31,2012-12-31,2200,13,Newton,1317,330,BURGLARY FROM VEHICLE,0385 0344,,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,330.0,,,,1400 E  15TH                         ST,,"(34.026, -118.246)"
170404946,2017-01-23,2017-01-23,830,4,Hollenbeck,437,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 1241 0448,46.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,4100    ABNER                        ST,,"(34.0662, -118.1952)"
172108667,2017-03-30,2017-03-30,1245,21,Topanga,2156,647,THROWING OBJECT AT MOVING VEHICLE,1310 0447 0329 0913 1266,50.0,M,W,108.0,PARKING LOT,,,AO,Adult Other,647.0,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
130326420,2013-12-23,2013-12-22,1900,3,Southwest,337,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,12.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1400 W  JEFFERSON                    BL,,"(34.0255, -118.297)"
